panel,env,env_steps,sigma_s,t_frac,contact_mean,contact_se,rel_delta_mean,rel_delta_se,delta_f_mean,delta_f_se,epsilon,survival_rel,survival_rel_lo,survival_rel_hi,survival_rel_gauss010,survival_rel_gauss025
A,sawyer_push,250500,4.791166020294814,0.7666666666666666,0.925,0.013169567191065924,1.7993979193276335,0.023077065838425483,8.621214168071747,0.11056605369317045,,,,,,
A,sawyer_push,250500,4.791166020294814,0.8333333333333334,0.97,0.00852936105461599,2.0211224832360375,0.029359930044686944,9.683533364534378,0.1406682991883369,,,,,,
A,sawyer_push,250500,4.791166020294814,0.9,0.975,0.007806247497997997,2.0546279327893116,0.029439317855505735,9.844063535928726,0.1410486593699575,,,,,,
A,sawyer_push,250500,4.791166020294814,0.9666666666666667,0.975,0.007806247497997997,1.9365103308577114,0.028188354756695105,9.278142495155334,0.13505508747829326,,,,,,
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.046371277369623105,1.0,1.0,1.0,0.9995,1.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.09274255473924621,1.0,1.0,1.0,0.9823333333333333,0.9996666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.13911383210886932,1.0,1.0,1.0,0.9166666666666666,0.9966666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.18548510947849242,1.0,1.0,1.0,0.8091666666666667,0.9881666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.23185638684811552,1.0,1.0,1.0,0.6815,0.9745
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.27822766421773865,1.0,1.0,1.0,0.5536666666666666,0.9478333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.32459894158736174,1.0,1.0,1.0,0.43816666666666665,0.9128333333333334
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.37097021895698484,1.0,1.0,1.0,0.3441666666666667,0.8655
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.41734149632660794,1.0,1.0,1.0,0.26766666666666666,0.8125
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.46371277369623104,0.9998333333333334,0.9996666666666667,1.0,0.20583333333333334,0.7551666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.5100840510658542,0.9996666666666667,0.9995,1.0,0.15966666666666668,0.6933333333333334
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.5564553284354773,0.999,0.9986666666666667,0.9995,0.12266666666666666,0.6411666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.6028266058051004,0.9978333333333333,0.9973333333333333,0.9985,0.09466666666666666,0.5806666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.6491978831747235,0.9961666666666666,0.9955,0.997,0.0715,0.523
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.6955691605443466,0.9936666666666667,0.9926666666666667,0.9946666666666667,0.053,0.4746666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.7419404379139697,0.9923333333333333,0.9913333333333333,0.9935,0.039,0.419
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.7883117152835928,0.9883333333333333,0.987,0.9895266666666667,0.027666666666666666,0.372
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.8346829926532159,0.9855,0.984,0.98686,0.02033333333333333,0.32816666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.881054270022839,0.9823333333333333,0.9808066666666667,0.9838333333333333,0.014666666666666666,0.286
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.9274255473924621,0.9781666666666666,0.9763333333333334,0.97986,0.0115,0.249
B,sawyer_push,250500,4.791166020294814,,,,,,,,0.9737968247620852,0.973,0.9708066666666667,0.975,0.008666666666666666,0.21416666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.0201681021317084,0.9681666666666666,0.9659733333333334,0.9701666666666666,0.006,0.18266666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.0665393795013314,0.9615,0.9591666666666666,0.9638599999999999,0.0045,0.15766666666666668
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.1129106568709546,0.9541666666666667,0.95164,0.957,0.0026666666666666666,0.1345
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.1592819342405776,0.9451666666666667,0.9423333333333334,0.9481666666666667,0.002,0.1165
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.2056532116102008,0.9343333333333333,0.9313066666666667,0.93722,0.0015,0.09916666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.2520244889798238,0.9238333333333333,0.9203066666666667,0.9275,0.001,0.08333333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.298395766349447,0.9096666666666666,0.9058333333333334,0.9135,0.0005,0.06833333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.34476704371907,0.8973333333333333,0.8935,0.9011666666666667,0.0003333333333333333,0.06
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.3911383210886932,0.8836666666666667,0.8798066666666667,0.8871666666666667,0.0003333333333333333,0.052333333333333336
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.4375095984583162,0.8673333333333333,0.8633066666666667,0.8711933333333333,0.00016666666666666666,0.04516666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.4838808758279394,0.8486666666666667,0.8443066666666666,0.853,0.00016666666666666666,0.03866666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.5302521531975626,0.831,0.8261666666666667,0.8356666666666667,0.00016666666666666666,0.03383333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.5766234305671856,0.8105,0.8056666666666666,0.8155533333333334,0.00016666666666666666,0.029666666666666668
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.6229947079368088,0.789,0.7844733333333334,0.7936933333333333,0.0,0.026833333333333334
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.6693659853064318,0.765,0.7604466666666666,0.7700266666666666,0.0,0.023333333333333334
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.715737262676055,0.7406666666666667,0.7363333333333333,0.74586,0.0,0.021166666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.762108540045678,0.7121666666666666,0.7079733333333333,0.71722,0.0,0.017833333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.8084798174153012,0.6865,0.682,0.6918599999999999,0.0,0.01633333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.8548510947849242,0.6638333333333334,0.6589733333333334,0.6692466666666667,0.0,0.014
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.9012223721545474,0.637,0.6318066666666667,0.6426666666666667,0.0,0.011666666666666667
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.9475936495241704,0.6088333333333333,0.6045,0.61486,0.0,0.01
B,sawyer_push,250500,4.791166020294814,,,,,,,,1.9939649268937936,0.583,0.5775,0.5893333333333334,0.0,0.009
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.0403362042634168,0.5583333333333333,0.5529466666666667,0.565,0.0,0.008333333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.0867074816330398,0.5348333333333334,0.5293066666666667,0.5411666666666667,0.0,0.007
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.1330787590026627,0.5051666666666667,0.49866666666666665,0.511,0.0,0.006
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.1794500363722857,0.4725,0.46706000000000003,0.4775,0.0,0.0045
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.225821313741909,0.44366666666666665,0.43816666666666665,0.44869333333333333,0.0,0.0026666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.272192591111532,0.41533333333333333,0.4095,0.42002666666666666,0.0,0.0026666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.318563868481155,0.38483333333333336,0.37916666666666665,0.38986,0.0,0.0025
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.3649351458507786,0.35283333333333333,0.3475,0.35786,0.0,0.002
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.4113064232204016,0.3233333333333333,0.31814,0.3285266666666667,0.0,0.0015
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.4576777005900245,0.29783333333333334,0.29278,0.30305333333333334,0.0,0.0006666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.5040489779596475,0.2718333333333333,0.26680666666666664,0.2765,0.0,0.0006666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.550420255329271,0.24783333333333332,0.243,0.25236000000000003,0.0,0.0005
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.596791532698894,0.2275,0.22233333333333333,0.23216666666666666,0.0,0.0003333333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.643162810068517,0.20616666666666666,0.20130666666666666,0.21036000000000002,0.0,0.0003333333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.68953408743814,0.1855,0.18083333333333335,0.18952666666666668,0.0,0.0003333333333333333
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.7359053648077634,0.1675,0.16266666666666665,0.1715,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.7822766421773863,0.15166666666666667,0.14697333333333332,0.15569333333333335,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.8286479195470093,0.13466666666666666,0.13033333333333333,0.13836,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.8750191969166323,0.12133333333333333,0.1175,0.12483333333333334,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.9213904742862558,0.10866666666666666,0.10533333333333333,0.112,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,2.9677617516558787,0.09516666666666666,0.09183333333333334,0.09802666666666666,0.0,0.00016666666666666666
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.0141330290255017,0.08633333333333333,0.08283333333333333,0.08933333333333333,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.060504306395125,0.07633333333333334,0.07347333333333333,0.07905333333333334,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.106875583764748,0.068,0.06514,0.07088666666666667,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.153246861134371,0.06216666666666667,0.05964,0.06533333333333333,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.199618138503994,0.0535,0.05080666666666667,0.05633333333333333,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.2459894158736176,0.04733333333333333,0.04464,0.05,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.2923606932432405,0.042166666666666665,0.03983333333333333,0.044833333333333336,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.3387319706128635,0.037333333333333336,0.03530666666666667,0.03986,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.3851032479824865,0.03183333333333333,0.02964,0.034333333333333334,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.43147452535211,0.027833333333333335,0.025833333333333333,0.030333333333333334,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.477845802721733,0.023166666666666665,0.021,0.025166666666666667,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.524217080091356,0.019,0.016973333333333333,0.020833333333333332,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.570588357460979,0.016,0.014333333333333333,0.017666666666666667,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.6169596348306023,0.013833333333333333,0.012333333333333333,0.0155,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.6633309122002253,0.011333333333333334,0.009833333333333333,0.012666666666666666,0.0,0.0
B,sawyer_push,250500,4.791166020294814,,,,,,,,3.7097021895698483,0.01,0.008833333333333334,0.011333333333333334,0.0,0.0
